location,company,ad_date,salary,role,title,job_description,work_type,url
Sydney,SustainAbility Consulting,14d ago,"$170,000 - $200,000 + Super + Equity",staff-software-engineer,Staff Software Engineer,"Unique role to join an AI startup, the only international company pick by a top US VC, seeking a Senior level engineer with Golang / Polyglot skills 
 []",Full time,https://www.seek.com.au/job/71982425
Melbourne,Latitude Financial Services,22d ago,+ Bonus,software-engineer,Senior Software Engineer,"Two roles on offer - one senior and one mid level engineer. Any prior experience with Okta an advantage.Melbourne CBD 3000 
 [Flexible working ways -1 to 2 days working in the office Lonsdale Street Attractive salary + bonus Golang & AWS]",Full time,https://www.seek.com.au/job/71794017
Sydney,ipSCAPE,4d ago,,backend-engineer,Backend Engineer,"Join our dynamic team and have the opportunity to design, develop and maintain ipSCAPE’s cloud contact centre solution. 
 []",Full time,https://www.seek.com.au/job/72226275
Melbourne,ANZ,7d ago,,engineer,Senior Engineer - ANZPlus (Marketplace),"ANZPlus BETA has landed! We're looking for Engineers to deliver MLP and impact millions of customers with products build in Golang, GCP/AWS. 
 [Work for a forward thinking company that values open source and your opinion Reimagine services using the latest platforms and technology An innovative, flexible and collaborative work environment]",Full time,https://www.seek.com.au/job/72132672
Melbourne,Robert Half,15d ago,$850 - $1k p.d. + GST,backend-developer,Back End Developer,"Back-end Developer with Golang expertise required for a 6 month contract starting 8th January. 
 []",Contract/Temp,https://www.seek.com.au/job/71954964
Brisbane,Recruitment Hive,28d ago,$120 - $130 p.h. + All Client Fees Disclosed,full-stack-software-engineer,Full Stack Engineer - Python or Golang,"New Contract for a Full Stack Engineer beginning in Jan 2024. 
 [12 Month Federal Government Contract Opportunity to obtain an AGSVA Baseline Clearance Sydney or Brisbane, Flexibility (WFH 2 days a week)]",Contract/Temp,https://www.seek.com.au/job/71656461
Brisbane,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133142
Brisbane,HiTech Personnel,28d ago,Rewarding Daily Rates $$,full-stack-developer,"Full Stack Developer / Python Engineer - GoLang, DevOps - Federal Govt!","FED GOVT seeks a Full Stack Developer to build backend solutions ensuring solutions developed are fit for purpose & meet the needs of the Nation!! 
 [Dynamic Federal Department! 12 month contract with possible extension options! Flexible working arrangements based in Brisbane or Sydney!]",Contract/Temp,https://www.seek.com.au/job/71659325
Melbourne,Araza,6d ago,,python-developer,Python Developer,"We are looking for a Python Developer to join our team! 
 []",Contract/Temp,https://www.seek.com.au/job/72180018
Sydney,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133071
Melbourne,Wesfarmers,11d ago,,engineer,Senior Engineer,"The Engineering function houses the capabilities and roles necessary to develop our Digital ecosystem platform 
 [Convenient City location Exciting projects Strong Engineering team]",Full time,https://www.seek.com.au/job/72070992
Melbourne,Profusion Group,15h ago,$1100 -1200 pd + GST min 12+mths contract,python-developer,Senior Python Developer - Investments,"Finance + Banking giant seeks a Senior Python Developer with excellent Investments or FX Trading or Finance Modeling experience for min 12- 36 mths. 
 []",Contract/Temp,https://www.seek.com.au/job/72289395
Sydney,TheDriveGroup,14d ago,"$180,000-200,000+super+equity",golang-engineer,Senior Golang Engineer,"Interested to join a Fast-paced Dynamic Team working across Niche and Exploding Markets with Cutting Edge Technology? WFH Remote/Hybrid Available 
 []",Full time,https://www.seek.com.au/job/71969659
Melbourne,Lookahead,7d ago,up to $220k base + super + options,engineer,Principal engineer (Golang & Infrastructure),"Join a global, high-performing team for a company leading the cloud monitoring space. Competitive salary & options. 
 [Competitive salary, up to $220k base + super + equity Remote first global company, work regular hours asynchronously High-performing, senior team working on a global scale]",Full time,https://www.seek.com.au/job/72140882
Melbourne,Blackmagic Design,15d ago,,software-engineer,Software Engineer - Golang - Permanent,"GoLang helping develop Film and Digital Video products that are changing the industry. What you create gets used worldwide. 
 [Building products from the ground up Long term range of projects Collaborative and creative technical team]",Full time,https://www.seek.com.au/job/71946040
Sydney,Aurec Group,18d ago,100% Remote,golang-engineer,Senior Golang Engineer,"Greenfield Golang project working across cutting edge AI/ML, 3D Imaging  and Cloud. 
 []",Contract/Temp,https://www.seek.com.au/job/71899557
Sydney,,14d ago,,backend-engineer,Backend Software Engineer (Golang/Typescript),"Join Carted as a Software Engineer and innovate in ecommerce, shaping the future of online shopping with a dynamic, diverse team. Apply now! 
 []",Full time,https://www.seek.com.au/job/71975789
Melbourne,Just Digital People,25d ago,,software-engineer,Senior Golang Software Engineer,"Senior Software Engineer position with a fast growing fintech, Java and Golang exp required 
 []",Full time,https://www.seek.com.au/job/71746292
Sydney,,21d ago,,engineer,Principal Engineer (Golang and Node),"Guide our Product Development team’s onboarding of the Card Not Present platform on developing a cloud-agnostic solution in a safe and scalable way. 
 []",Full time,https://www.seek.com.au/job/71815711
Sydney,FIRESOFT People,27d ago,,go-software-developer,Senior Golang Developer,"Senior Golang Engineer 
 []",Full time,https://www.seek.com.au/job/71703356
Sydney,SustainAbility Consulting,14d ago,"$170,000 - $200,000 + Super + Equity",staff-software-engineer,Staff Software Engineer,"Unique role to join an AI startup, the only international company pick by a top US VC, seeking a Senior level engineer with Golang / Polyglot skills 
 []",Full time,https://www.seek.com.au/job/71982425
Melbourne,Latitude Financial Services,22d ago,+ Bonus,software-engineer,Senior Software Engineer,"Two roles on offer - one senior and one mid level engineer. Any prior experience with Okta an advantage.Melbourne CBD 3000 
 [Flexible working ways -1 to 2 days working in the office Lonsdale Street Attractive salary + bonus Golang & AWS]",Full time,https://www.seek.com.au/job/71794017
Sydney,ipSCAPE,4d ago,,backend-engineer,Backend Engineer,"Join our dynamic team and have the opportunity to design, develop and maintain ipSCAPE’s cloud contact centre solution. 
 []",Full time,https://www.seek.com.au/job/72226275
Melbourne,ANZ,7d ago,,engineer,Senior Engineer - ANZPlus (Marketplace),"ANZPlus BETA has landed! We're looking for Engineers to deliver MLP and impact millions of customers with products build in Golang, GCP/AWS. 
 [Work for a forward thinking company that values open source and your opinion Reimagine services using the latest platforms and technology An innovative, flexible and collaborative work environment]",Full time,https://www.seek.com.au/job/72132672
Melbourne,Robert Half,15d ago,$850 - $1k p.d. + GST,backend-developer,Back End Developer,"Back-end Developer with Golang expertise required for a 6 month contract starting 8th January. 
 []",Contract/Temp,https://www.seek.com.au/job/71954964
Brisbane,Recruitment Hive,28d ago,$120 - $130 p.h. + All Client Fees Disclosed,full-stack-software-engineer,Full Stack Engineer - Python or Golang,"New Contract for a Full Stack Engineer beginning in Jan 2024. 
 [12 Month Federal Government Contract Opportunity to obtain an AGSVA Baseline Clearance Sydney or Brisbane, Flexibility (WFH 2 days a week)]",Contract/Temp,https://www.seek.com.au/job/71656461
Brisbane,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133142
Brisbane,HiTech Personnel,28d ago,Rewarding Daily Rates $$,full-stack-developer,"Full Stack Developer / Python Engineer - GoLang, DevOps - Federal Govt!","FED GOVT seeks a Full Stack Developer to build backend solutions ensuring solutions developed are fit for purpose & meet the needs of the Nation!! 
 [Dynamic Federal Department! 12 month contract with possible extension options! Flexible working arrangements based in Brisbane or Sydney!]",Contract/Temp,https://www.seek.com.au/job/71659325
Melbourne,Araza,6d ago,,python-developer,Python Developer,"We are looking for a Python Developer to join our team! 
 []",Contract/Temp,https://www.seek.com.au/job/72180018
Sydney,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133071
Melbourne,Wesfarmers,11d ago,,engineer,Senior Engineer,"The Engineering function houses the capabilities and roles necessary to develop our Digital ecosystem platform 
 [Convenient City location Exciting projects Strong Engineering team]",Full time,https://www.seek.com.au/job/72070992
Melbourne,Profusion Group,15h ago,$1100 -1200 pd + GST min 12+mths contract,python-developer,Senior Python Developer - Investments,"Finance + Banking giant seeks a Senior Python Developer with excellent Investments or FX Trading or Finance Modeling experience for min 12- 36 mths. 
 []",Contract/Temp,https://www.seek.com.au/job/72289395
Sydney,TheDriveGroup,14d ago,"$180,000-200,000+super+equity",golang-engineer,Senior Golang Engineer,"Interested to join a Fast-paced Dynamic Team working across Niche and Exploding Markets with Cutting Edge Technology? WFH Remote/Hybrid Available 
 []",Full time,https://www.seek.com.au/job/71969659
Melbourne,Lookahead,7d ago,up to $220k base + super + options,engineer,Principal engineer (Golang & Infrastructure),"Join a global, high-performing team for a company leading the cloud monitoring space. Competitive salary & options. 
 [Competitive salary, up to $220k base + super + equity Remote first global company, work regular hours asynchronously High-performing, senior team working on a global scale]",Full time,https://www.seek.com.au/job/72140882
Melbourne,Blackmagic Design,15d ago,,software-engineer,Software Engineer - Golang - Permanent,"GoLang helping develop Film and Digital Video products that are changing the industry. What you create gets used worldwide. 
 [Building products from the ground up Long term range of projects Collaborative and creative technical team]",Full time,https://www.seek.com.au/job/71946040
Sydney,Aurec Group,18d ago,100% Remote,golang-engineer,Senior Golang Engineer,"Greenfield Golang project working across cutting edge AI/ML, 3D Imaging  and Cloud. 
 []",Contract/Temp,https://www.seek.com.au/job/71899557
Sydney,,14d ago,,backend-engineer,Backend Software Engineer (Golang/Typescript),"Join Carted as a Software Engineer and innovate in ecommerce, shaping the future of online shopping with a dynamic, diverse team. Apply now! 
 []",Full time,https://www.seek.com.au/job/71975789
Melbourne,Just Digital People,25d ago,,software-engineer,Senior Golang Software Engineer,"Senior Software Engineer position with a fast growing fintech, Java and Golang exp required 
 []",Full time,https://www.seek.com.au/job/71746292
Sydney,,21d ago,,engineer,Principal Engineer (Golang and Node),"Guide our Product Development team’s onboarding of the Card Not Present platform on developing a cloud-agnostic solution in a safe and scalable way. 
 []",Full time,https://www.seek.com.au/job/71815711
Sydney,FIRESOFT People,27d ago,,go-software-developer,Senior Golang Developer,"Senior Golang Engineer 
 []",Full time,https://www.seek.com.au/job/71703356
Sydney,SustainAbility Consulting,14d ago,"$170,000 - $200,000 + Super + Equity",staff-software-engineer,Staff Software Engineer,"Unique role to join an AI startup, the only international company pick by a top US VC, seeking a Senior level engineer with Golang / Polyglot skills 
 []",Full time,https://www.seek.com.au/job/71982425
Melbourne,Latitude Financial Services,22d ago,+ Bonus,software-engineer,Senior Software Engineer,"Two roles on offer - one senior and one mid level engineer. Any prior experience with Okta an advantage.Melbourne CBD 3000 
 [Flexible working ways -1 to 2 days working in the office Lonsdale Street Attractive salary + bonus Golang & AWS]",Full time,https://www.seek.com.au/job/71794017
Sydney,ipSCAPE,4d ago,,backend-engineer,Backend Engineer,"Join our dynamic team and have the opportunity to design, develop and maintain ipSCAPE’s cloud contact centre solution. 
 []",Full time,https://www.seek.com.au/job/72226275
Melbourne,ANZ,7d ago,,engineer,Senior Engineer - ANZPlus (Marketplace),"ANZPlus BETA has landed! We're looking for Engineers to deliver MLP and impact millions of customers with products build in Golang, GCP/AWS. 
 [Work for a forward thinking company that values open source and your opinion Reimagine services using the latest platforms and technology An innovative, flexible and collaborative work environment]",Full time,https://www.seek.com.au/job/72132672
Melbourne,Robert Half,15d ago,$850 - $1k p.d. + GST,backend-developer,Back End Developer,"Back-end Developer with Golang expertise required for a 6 month contract starting 8th January. 
 []",Contract/Temp,https://www.seek.com.au/job/71954964
Brisbane,Recruitment Hive,28d ago,$120 - $130 p.h. + All Client Fees Disclosed,full-stack-software-engineer,Full Stack Engineer - Python or Golang,"New Contract for a Full Stack Engineer beginning in Jan 2024. 
 [12 Month Federal Government Contract Opportunity to obtain an AGSVA Baseline Clearance Sydney or Brisbane, Flexibility (WFH 2 days a week)]",Contract/Temp,https://www.seek.com.au/job/71656461
Brisbane,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133142
Brisbane,HiTech Personnel,28d ago,Rewarding Daily Rates $$,full-stack-developer,"Full Stack Developer / Python Engineer - GoLang, DevOps - Federal Govt!","FED GOVT seeks a Full Stack Developer to build backend solutions ensuring solutions developed are fit for purpose & meet the needs of the Nation!! 
 [Dynamic Federal Department! 12 month contract with possible extension options! Flexible working arrangements based in Brisbane or Sydney!]",Contract/Temp,https://www.seek.com.au/job/71659325
Melbourne,Araza,6d ago,,python-developer,Python Developer,"We are looking for a Python Developer to join our team! 
 []",Contract/Temp,https://www.seek.com.au/job/72180018
Sydney,MCS Consulting,7d ago,$140k to $160k base + super,software-engineer,Senior Software Engineer - Data Visualisation - Mining Tech,"Build and design advanced data visualisation software and a digital ecosystem to be integrated with modern mine sites. 
 []",Full time,https://www.seek.com.au/job/72133071
Melbourne,Wesfarmers,11d ago,,engineer,Senior Engineer,"The Engineering function houses the capabilities and roles necessary to develop our Digital ecosystem platform 
 [Convenient City location Exciting projects Strong Engineering team]",Full time,https://www.seek.com.au/job/72070992
Melbourne,Profusion Group,15h ago,$1100 -1200 pd + GST min 12+mths contract,python-developer,Senior Python Developer - Investments,"Finance + Banking giant seeks a Senior Python Developer with excellent Investments or FX Trading or Finance Modeling experience for min 12- 36 mths. 
 []",Contract/Temp,https://www.seek.com.au/job/72289395
Sydney,TheDriveGroup,14d ago,"$180,000-200,000+super+equity",golang-engineer,Senior Golang Engineer,"Interested to join a Fast-paced Dynamic Team working across Niche and Exploding Markets with Cutting Edge Technology? WFH Remote/Hybrid Available 
 []",Full time,https://www.seek.com.au/job/71969659
Melbourne,Lookahead,7d ago,up to $220k base + super + options,engineer,Principal engineer (Golang & Infrastructure),"Join a global, high-performing team for a company leading the cloud monitoring space. Competitive salary & options. 
 [Competitive salary, up to $220k base + super + equity Remote first global company, work regular hours asynchronously High-performing, senior team working on a global scale]",Full time,https://www.seek.com.au/job/72140882
Melbourne,Blackmagic Design,15d ago,,software-engineer,Software Engineer - Golang - Permanent,"GoLang helping develop Film and Digital Video products that are changing the industry. What you create gets used worldwide. 
 [Building products from the ground up Long term range of projects Collaborative and creative technical team]",Full time,https://www.seek.com.au/job/71946040
Sydney,Aurec Group,18d ago,100% Remote,golang-engineer,Senior Golang Engineer,"Greenfield Golang project working across cutting edge AI/ML, 3D Imaging  and Cloud. 
 []",Contract/Temp,https://www.seek.com.au/job/71899557
Sydney,,14d ago,,backend-engineer,Backend Software Engineer (Golang/Typescript),"Join Carted as a Software Engineer and innovate in ecommerce, shaping the future of online shopping with a dynamic, diverse team. Apply now! 
 []",Full time,https://www.seek.com.au/job/71975789
Melbourne,Just Digital People,25d ago,,software-engineer,Senior Golang Software Engineer,"Senior Software Engineer position with a fast growing fintech, Java and Golang exp required 
 []",Full time,https://www.seek.com.au/job/71746292
Sydney,,21d ago,,engineer,Principal Engineer (Golang and Node),"Guide our Product Development team’s onboarding of the Card Not Present platform on developing a cloud-agnostic solution in a safe and scalable way. 
 []",Full time,https://www.seek.com.au/job/71815711
Sydney,FIRESOFT People,27d ago,,go-software-developer,Senior Golang Developer,"Senior Golang Engineer 
 []",Full time,https://www.seek.com.au/job/71703356
